	subject	object	local_mi
1823	TWMET_00018	TWMET_00819	6125
1824	TWMET_00018	TWMET_00844	64
1825	TWMET_00018	TWMET_00848	90
1826	TWMET_00018	TWMET_00856	19
1827	TWMET_00018	TWMET_00869	30
1828	TWMET_00018	TWMET_00872	322
1829	TWMET_00018	TWMET_00909	18
1830	TWMET_00018	TWMET_00917	4899
1831	TWMET_00018	TWMET_00941	728
1832	TWMET_00018	TWMET_00997	61
1833	TWMET_00018	TWMET_01004	38
1834	TWMET_00018	TWMET_01100	5
1835	TWMET_00018	TWMET_01151	310
1836	TWMET_00018	TWMET_01158	130
1837	TWMET_00018	TWMET_01175	106
1838	TWMET_00018	TWMET_01200	8
1839	TWMET_00018	TWMET_01235	31
1840	TWMET_00019	TWMET_00002	7272
1841	TWMET_00019	TWMET_00004	997
1842	TWMET_00019	TWMET_00006	914
1843	TWMET_00019	TWMET_00009	21695
1844	TWMET_00019	TWMET_00011	5058
1845	TWMET_00019	TWMET_00015	466
1846	TWMET_00019	TWMET_00018	10780
1847	TWMET_00019	TWMET_00021	608
1848	TWMET_00019	TWMET_00023	804
1849	TWMET_00019	TWMET_00026	1893766
1850	TWMET_00019	TWMET_00028	1193176
1851	TWMET_00019	TWMET_00033	204575
1852	TWMET_00019	TWMET_00035	658
1853	TWMET_00019	TWMET_00039	1852
1854	TWMET_00019	TWMET_00041	376
1855	TWMET_00019	TWMET_00045	137
1856	TWMET_00019	TWMET_00048	6307
1857	TWMET_00019	TWMET_00051	203
1858	TWMET_00019	TWMET_00057	958
1859	TWMET_00019	TWMET_00060	800
1860	TWMET_00019	TWMET_00064	686
1861	TWMET_00019	TWMET_00067	188
1862	TWMET_00019	TWMET_00077	126
1863	TWMET_00019	TWMET_00079	129
1864	TWMET_00019	TWMET_00083	289
1865	TWMET_00019	TWMET_00087	89
1866	TWMET_00019	TWMET_00090	126
1867	TWMET_00019	TWMET_00099	197
1868	TWMET_00019	TWMET_00101	70
1869	TWMET_00019	TWMET_00104	295
1870	TWMET_00019	TWMET_00121	124
1871	TWMET_00019	TWMET_00126	147
1872	TWMET_00019	TWMET_00129	182
1873	TWMET_00019	TWMET_00144	113
1874	TWMET_00019	TWMET_00148	5453
1875	TWMET_00019	TWMET_00166	108
1876	TWMET_00019	TWMET_00168	80
1877	TWMET_00019	TWMET_00176	64
1878	TWMET_00019	TWMET_00181	126
1879	TWMET_00019	TWMET_00184	91
1880	TWMET_00019	TWMET_00191	334
1881	TWMET_00019	TWMET_00193	69
1882	TWMET_00019	TWMET_00197	63
1883	TWMET_00019	TWMET_00205	22
1884	TWMET_00019	TWMET_00211	822
1885	TWMET_00019	TWMET_00217	390
1886	TWMET_00019	TWMET_00225	51
1887	TWMET_00019	TWMET_00233	56
1888	TWMET_00019	TWMET_00243	22
1889	TWMET_00019	TWMET_00266	54
1890	TWMET_00019	TWMET_00316	88
1891	TWMET_00019	TWMET_00386	615
1892	TWMET_00019	TWMET_00400	32
1893	TWMET_00019	TWMET_00411	158
1894	TWMET_00019	TWMET_00441	315
1895	TWMET_00019	TWMET_00451	22
1896	TWMET_00019	TWMET_00467	35
1897	TWMET_00019	TWMET_00485	29
1898	TWMET_00019	TWMET_00497	40
1899	TWMET_00019	TWMET_00507	42
1900	TWMET_00019	TWMET_00536	25
1901	TWMET_00019	TWMET_00552	10
1902	TWMET_00019	TWMET_00585	17
1903	TWMET_00019	TWMET_00720	7
1904	TWMET_00019	TWMET_00772	20
1905	TWMET_00019	TWMET_00805	972
1906	TWMET_00019	TWMET_00836	15
1907	TWMET_00019	TWMET_00844	45
1908	TWMET_00019	TWMET_00848	6190
1909	TWMET_00019	TWMET_00856	72
1910	TWMET_00019	TWMET_00869	34
1911	TWMET_00019	TWMET_00872	63
1912	TWMET_00019	TWMET_00917	632
1913	TWMET_00019	TWMET_00991	16
1914	TWMET_00019	TWMET_01000	1425
1915	TWMET_00019	TWMET_01030	47
1916	TWMET_00019	TWMET_01141	2160
1917	TWMET_00019	TWMET_01153	234
1918	TWMET_00019	TWMET_01173	118
1919	TWMET_00019	TWMET_01184	450
1920	TWMET_00019	TWMET_01208	4
1921	TWMET_00020	TWMET_00002	1383
1922	TWMET_00020	TWMET_00004	2976
1923	TWMET_00020	TWMET_00006	18195
1924	TWMET_00020	TWMET_00009	2938
1925	TWMET_00020	TWMET_00011	585
1926	TWMET_00020	TWMET_00013	606
1927	TWMET_00020	TWMET_00015	5763
1928	TWMET_00020	TWMET_00018	18186
1929	TWMET_00020	TWMET_00021	1554
1930	TWMET_00020	TWMET_00023	221
1931	TWMET_00020	TWMET_00026	1092
1932	TWMET_00020	TWMET_00028	1176
1933	TWMET_00020	TWMET_00031	165
1934	TWMET_00020	TWMET_00033	213
1935	TWMET_00020	TWMET_00035	16614
1936	TWMET_00020	TWMET_00039	21462
1937	TWMET_00020	TWMET_00041	249
1938	TWMET_00020	TWMET_00045	884
1939	TWMET_00020	TWMET_00048	161
1940	TWMET_00020	TWMET_00051	326
1941	TWMET_00020	TWMET_00057	1962
1942	TWMET_00020	TWMET_00062	176
1943	TWMET_00020	TWMET_00064	54986
1944	TWMET_00020	TWMET_00067	5395
1945	TWMET_00020	TWMET_00079	272
1946	TWMET_00020	TWMET_00083	3048
1947	TWMET_00020	TWMET_00087	49
1948	TWMET_00020	TWMET_00099	26117
1949	TWMET_00020	TWMET_00101	392
1950	TWMET_00020	TWMET_00104	316
1951	TWMET_00020	TWMET_00121	141
1952	TWMET_00020	TWMET_00126	109
1953	TWMET_00020	TWMET_00129	202417
1954	TWMET_00020	TWMET_00144	94
1955	TWMET_00020	TWMET_00148	1047
1956	TWMET_00020	TWMET_00166	8415
1957	TWMET_00020	TWMET_00176	61
1958	TWMET_00020	TWMET_00181	74
1959	TWMET_00020	TWMET_00188	516
1960	TWMET_00020	TWMET_00205	88
1961	TWMET_00020	TWMET_00217	54
1962	TWMET_00020	TWMET_00225	222
1963	TWMET_00020	TWMET_00233	516
1964	TWMET_00020	TWMET_00243	178
1965	TWMET_00020	TWMET_00266	3234
1966	TWMET_00020	TWMET_00275	280
1967	TWMET_00020	TWMET_00316	3
1968	TWMET_00020	TWMET_00383	5
1969	TWMET_00020	TWMET_00450	2
1970	TWMET_00020	TWMET_00465	2
1971	TWMET_00020	TWMET_00500	120
1972	TWMET_00020	TWMET_00536	28
1973	TWMET_00020	TWMET_00552	4842
1974	TWMET_00020	TWMET_00555	22
1975	TWMET_00020	TWMET_00575	75
1976	TWMET_00020	TWMET_00584	315
1977	TWMET_00020	TWMET_00717	18190
1978	TWMET_00020	TWMET_00754	30
1979	TWMET_00020	TWMET_00785	7
1980	TWMET_00020	TWMET_00802	408
1981	TWMET_00020	TWMET_00819	28640
1982	TWMET_00020	TWMET_00848	13965
1983	TWMET_00020	TWMET_00867	24225
1984	TWMET_00020	TWMET_00870	1582
1985	TWMET_00020	TWMET_00897	5642
1986	TWMET_00020	TWMET_00917	1694
1987	TWMET_00020	TWMET_00941	190
1988	TWMET_00020	TWMET_00997	128
1989	TWMET_00020	TWMET_01004	126
1990	TWMET_00020	TWMET_01043	8
1991	TWMET_00020	TWMET_01141	32
1992	TWMET_00020	TWMET_01173	46
1993	TWMET_00020	TWMET_01184	4110
1994	TWMET_00020	TWMET_01235	77
1995	TWMET_00021	TWMET_00002	80514
1996	TWMET_00021	TWMET_00004	336204
1997	TWMET_00021	TWMET_00006	1476
1998	TWMET_00021	TWMET_00009	8970
1999	TWMET_00021	TWMET_00011	12089
2000	TWMET_00021	TWMET_00013	141
2001	TWMET_00021	TWMET_00015	396
2002	TWMET_00021	TWMET_00018	698740
2003	TWMET_00021	TWMET_00020	1554
2004	TWMET_00021	TWMET_00023	2530
2005	TWMET_00021	TWMET_00026	644
2006	TWMET_00021	TWMET_00028	138
2007	TWMET_00021	TWMET_00031	73216
2008	TWMET_00021	TWMET_00033	104
2009	TWMET_00021	TWMET_00035	14048
2010	TWMET_00021	TWMET_00039	5345
2011	TWMET_00021	TWMET_00041	972
2012	TWMET_00021	TWMET_00045	368
2013	TWMET_00021	TWMET_00048	216
2014	TWMET_00021	TWMET_00051	89
2015	TWMET_00021	TWMET_00057	23478
2016	TWMET_00021	TWMET_00060	94
2017	TWMET_00021	TWMET_00062	292
2018	TWMET_00021	TWMET_00064	1096
2019	TWMET_00021	TWMET_00067	54
2020	TWMET_00021	TWMET_00077	66
2021	TWMET_00021	TWMET_00079	328
2022	TWMET_00021	TWMET_00083	705
2023	TWMET_00021	TWMET_00087	359766
2024	TWMET_00021	TWMET_00090	336
2025	TWMET_00021	TWMET_00101	780
2026	TWMET_00021	TWMET_00104	1773
2027	TWMET_00021	TWMET_00121	103
2028	TWMET_00021	TWMET_00126	22392
2029	TWMET_00021	TWMET_00129	964
2030	TWMET_00021	TWMET_00144	400640
2031	TWMET_00021	TWMET_00164	32
2032	TWMET_00021	TWMET_00167	158
2033	TWMET_00021	TWMET_00174	27
2034	TWMET_00021	TWMET_00178	250
2035	TWMET_00021	TWMET_00183	4450
2036	TWMET_00021	TWMET_00185	56
2037	TWMET_00021	TWMET_00189	85
2038	TWMET_00021	TWMET_00194	166
2039	TWMET_00021	TWMET_00201	168
2040	TWMET_00021	TWMET_00209	158
2041	TWMET_00021	TWMET_00214	35136
2042	TWMET_00021	TWMET_00218	56
2043	TWMET_00021	TWMET_00224	168
2044	TWMET_00021	TWMET_00228	3
2045	TWMET_00021	TWMET_00231	5
2046	TWMET_00021	TWMET_00249	7791
2047	TWMET_00021	TWMET_00254	148
2048	TWMET_00021	TWMET_00264	14
2049	TWMET_00021	TWMET_00273	12
2050	TWMET_00021	TWMET_00322	102
2051	TWMET_00021	TWMET_00376	56
2052	TWMET_00021	TWMET_00386	212036
2053	TWMET_00021	TWMET_00400	13
2054	TWMET_00021	TWMET_00408	110
2055	TWMET_00021	TWMET_00411	64
2056	TWMET_00021	TWMET_00441	202
2057	TWMET_00021	TWMET_00451	50
2058	TWMET_00021	TWMET_00467	26
2059	TWMET_00021	TWMET_00485	474
2060	TWMET_00021	TWMET_00497	33333
2061	TWMET_00021	TWMET_00533	2310
2062	TWMET_00021	TWMET_00536	1360
2063	TWMET_00021	TWMET_00550	11799
2064	TWMET_00021	TWMET_00554	5
2065	TWMET_00021	TWMET_00564	270
2066	TWMET_00021	TWMET_00585	44
2067	TWMET_00021	TWMET_00772	18
2068	TWMET_00021	TWMET_00802	304
2069	TWMET_00021	TWMET_00819	432
2070	TWMET_00021	TWMET_00844	142
2071	TWMET_00021	TWMET_00848	94
2072	TWMET_00021	TWMET_00856	63
2073	TWMET_00021	TWMET_00869	8
2074	TWMET_00021	TWMET_00872	150
2075	TWMET_00021	TWMET_00909	32
2076	TWMET_00021	TWMET_00917	1144
2077	TWMET_00021	TWMET_00940	12
2078	TWMET_00021	TWMET_00991	390
2079	TWMET_00021	TWMET_01000	2
2080	TWMET_00021	TWMET_01030	242757
2081	TWMET_00021	TWMET_01141	132
2082	TWMET_00021	TWMET_01153	464
2083	TWMET_00021	TWMET_01173	18
2084	TWMET_00021	TWMET_01184	6
2085	TWMET_00021	TWMET_01208	160
2086	TWMET_00022	TWMET_00001	6906
2087	TWMET_00022	TWMET_00003	1032
2088	TWMET_00022	TWMET_00005	219438
2089	TWMET_00022	TWMET_00008	17226
2090	TWMET_00022	TWMET_00010	429
2091	TWMET_00022	TWMET_00012	633
2092	TWMET_00022	TWMET_00014	1782
2093	TWMET_00022	TWMET_00017	338
2094	TWMET_00022	TWMET_00019	7590
2095	TWMET_00022	TWMET_00021	1200
2096	TWMET_00022	TWMET_00024	259
2097	TWMET_00022	TWMET_00027	231
2098	TWMET_00022	TWMET_00030	202
2099	TWMET_00022	TWMET_00032	439233
2100	TWMET_00022	TWMET_00034	401
2101	TWMET_00022	TWMET_00037	625
2102	TWMET_00022	TWMET_00040	1350
2103	TWMET_00022	TWMET_00044	282
2104	TWMET_00022	TWMET_00049	1653
2105	TWMET_00022	TWMET_00056	5520
2106	TWMET_00022	TWMET_00058	241
2107	TWMET_00022	TWMET_00061	6180
2108	TWMET_00022	TWMET_00063	178176
2109	TWMET_00022	TWMET_00071	6372
2110	TWMET_00022	TWMET_00076	540
2111	TWMET_00022	TWMET_00078	540
2112	TWMET_00022	TWMET_00081	220
2113	TWMET_00022	TWMET_00086	172
2114	TWMET_00022	TWMET_00088	96
2115	TWMET_00022	TWMET_00093	132
2116	TWMET_00022	TWMET_00100	112
2117	TWMET_00022	TWMET_00103	969
2118	TWMET_00022	TWMET_00113	51576
2119	TWMET_00022	TWMET_00118	358
2120	TWMET_00022	TWMET_00120	93
2121	TWMET_00022	TWMET_00125	338
2122	TWMET_00022	TWMET_00128	141
2123	TWMET_00022	TWMET_00146	95
2124	TWMET_00022	TWMET_00164	68
2125	TWMET_00022	TWMET_00174	89
2126	TWMET_00022	TWMET_00178	130
2127	TWMET_00022	TWMET_00183	699
2128	TWMET_00022	TWMET_00185	72380
2129	TWMET_00022	TWMET_00189	54
2130	TWMET_00022	TWMET_00192	110
2131	TWMET_00022	TWMET_00194	456
2132	TWMET_00022	TWMET_00201	121
2133	TWMET_00022	TWMET_00218	20
2134	TWMET_00022	TWMET_00224	22
2135	TWMET_00022	TWMET_00228	4
2136	TWMET_00022	TWMET_00231	5
2137	TWMET_00022	TWMET_00243	23
2138	TWMET_00022	TWMET_00266	456
2139	TWMET_00022	TWMET_00269	79
2140	TWMET_00022	TWMET_00322	225
2141	TWMET_00022	TWMET_00386	50
2142	TWMET_00022	TWMET_00403	18
2143	TWMET_00022	TWMET_00410	33
2144	TWMET_00022	TWMET_00467	26
2145	TWMET_00022	TWMET_00497	28
2146	TWMET_00022	TWMET_00507	50
2147	TWMET_00022	TWMET_00534	47
2148	TWMET_00022	TWMET_00550	73
2149	TWMET_00022	TWMET_00564	43
2150	TWMET_00022	TWMET_00585	94
2151	TWMET_00022	TWMET_00720	32
2152	TWMET_00022	TWMET_00785	6
2153	TWMET_00022	TWMET_00802	865
2154	TWMET_00022	TWMET_00840	156
2155	TWMET_00022	TWMET_00850	34
2156	TWMET_00022	TWMET_00867	584960
2157	TWMET_00022	TWMET_00870	582
2158	TWMET_00022	TWMET_01025	380
2159	TWMET_00022	TWMET_01043	6
2160	TWMET_00022	TWMET_01141	19
2161	TWMET_00022	TWMET_01153	48
2162	TWMET_00022	TWMET_01173	39
2163	TWMET_00022	TWMET_01184	14
2164	TWMET_00022	TWMET_01235	30
2165	TWMET_00023	TWMET_00002	223964
2166	TWMET_00023	TWMET_00004	10076
2167	TWMET_00023	TWMET_00006	399
2168	TWMET_00023	TWMET_00009	3642
2169	TWMET_00023	TWMET_00011	22664
2170	TWMET_00023	TWMET_00013	356
2171	TWMET_00023	TWMET_00015	36200
2172	TWMET_00023	TWMET_00018	3556
2173	TWMET_00023	TWMET_00020	221
2174	TWMET_00023	TWMET_00026	179
2175	TWMET_00023	TWMET_00028	3584
2176	TWMET_00023	TWMET_00031	494
2177	TWMET_00023	TWMET_00033	102
2178	TWMET_00023	TWMET_00035	2589
2179	TWMET_00023	TWMET_00039	848
2180	TWMET_00023	TWMET_00041	196
2181	TWMET_00023	TWMET_00045	716
2182	TWMET_00023	TWMET_00048	298
2183	TWMET_00023	TWMET_00051	4805
2184	TWMET_00023	TWMET_00057	600
2185	TWMET_00023	TWMET_00060	246
2186	TWMET_00023	TWMET_00062	154
2187	TWMET_00023	TWMET_00077	360
2188	TWMET_00023	TWMET_00079	1708
2189	TWMET_00023	TWMET_00083	112
2190	TWMET_00023	TWMET_00087	1692
2191	TWMET_00023	TWMET_00090	99
2192	TWMET_00023	TWMET_00096	85
2193	TWMET_00023	TWMET_00104	55275
2194	TWMET_00023	TWMET_00119	100
2195	TWMET_00023	TWMET_00121	10890
2196	TWMET_00023	TWMET_00126	436
2197	TWMET_00023	TWMET_00129	714
2198	TWMET_00023	TWMET_00144	6813
2199	TWMET_00023	TWMET_00148	262
2200	TWMET_00023	TWMET_00152	47
2201	TWMET_00023	TWMET_00156	9000
2202	TWMET_00023	TWMET_00163	534
2203	TWMET_00023	TWMET_00166	51
2204	TWMET_00023	TWMET_00168	252
2205	TWMET_00023	TWMET_00176	9390
2206	TWMET_00023	TWMET_00181	552
2207	TWMET_00023	TWMET_00184	10637
2208	TWMET_00023	TWMET_00188	236
2209	TWMET_00023	TWMET_00191	26
2210	TWMET_00023	TWMET_00193	192
2211	TWMET_00023	TWMET_00205	24
2212	TWMET_00023	TWMET_00211	864
2213	TWMET_00023	TWMET_00217	7848
2214	TWMET_00023	TWMET_00225	58349
2215	TWMET_00023	TWMET_00230	31
2216	TWMET_00023	TWMET_00233	35
2217	TWMET_00023	TWMET_00245	45
2218	TWMET_00023	TWMET_00249	94
2219	TWMET_00023	TWMET_00254	1911
2220	TWMET_00023	TWMET_00264	236
2221	TWMET_00023	TWMET_00268	118
2222	TWMET_00023	TWMET_00272	49
2223	TWMET_00023	TWMET_00275	16780
2224	TWMET_00023	TWMET_00376	123
2225	TWMET_00023	TWMET_00386	1536
2226	TWMET_00023	TWMET_00403	976
2227	TWMET_00023	TWMET_00410	27
2228	TWMET_00023	TWMET_00435	9
2229	TWMET_00023	TWMET_00450	392
2230	TWMET_00023	TWMET_00465	8
2231	TWMET_00023	TWMET_00478	8
2232	TWMET_00023	TWMET_00492	592
2233	TWMET_00023	TWMET_00500	52
2234	TWMET_00023	TWMET_00508	2
2235	TWMET_00023	TWMET_00534	35
2236	TWMET_00023	TWMET_00547	180
2237	TWMET_00023	TWMET_00552	12
2238	TWMET_00023	TWMET_00555	180
2239	TWMET_00023	TWMET_00575	8
2240	TWMET_00023	TWMET_00584	6
2241	TWMET_00023	TWMET_00720	270
2242	TWMET_00023	TWMET_00772	216
2243	TWMET_00023	TWMET_00799	1440
2244	TWMET_00023	TWMET_00805	194
2245	TWMET_00023	TWMET_00829	9
2246	TWMET_00023	TWMET_00847	1736
2247	TWMET_00023	TWMET_00850	4
2248	TWMET_00023	TWMET_00867	690
2249	TWMET_00023	TWMET_00870	24804
2250	TWMET_00023	TWMET_00897	74
2251	TWMET_00023	TWMET_00910	44
2252	TWMET_00023	TWMET_00931	654
2253	TWMET_00023	TWMET_00940	2684
2254	TWMET_00023	TWMET_00991	20
2255	TWMET_00023	TWMET_01000	24
2256	TWMET_00023	TWMET_01030	948
2257	TWMET_00023	TWMET_01151	5688
2258	TWMET_00023	TWMET_01158	3556
2259	TWMET_00023	TWMET_01175	15
2260	TWMET_00023	TWMET_01200	2
2261	TWMET_00023	TWMET_01235	42
2262	TWMET_00024	TWMET_00002	9682
2263	TWMET_00024	TWMET_00004	8973
2264	TWMET_00024	TWMET_00006	928
2265	TWMET_00024	TWMET_00009	6831
2266	TWMET_00024	TWMET_00011	20538
2267	TWMET_00024	TWMET_00013	2878
2268	TWMET_00024	TWMET_00015	22548
2269	TWMET_00024	TWMET_00018	443
2270	TWMET_00024	TWMET_00020	264
2271	TWMET_00024	TWMET_00022	259
2272	TWMET_00024	TWMET_00026	277
2273	TWMET_00024	TWMET_00028	344
2274	TWMET_00024	TWMET_00031	169
2275	TWMET_00024	TWMET_00035	636
2276	TWMET_00024	TWMET_00039	548
2277	TWMET_00024	TWMET_00041	1618
2278	TWMET_00024	TWMET_00045	4708
2279	TWMET_00024	TWMET_00048	2825
2280	TWMET_00024	TWMET_00051	8865
2281	TWMET_00024	TWMET_00060	70
2282	TWMET_00024	TWMET_00062	2004
2283	TWMET_00024	TWMET_00064	4095
2284	TWMET_00024	TWMET_00074	167
2285	TWMET_00024	TWMET_00077	241
2286	TWMET_00024	TWMET_00079	1656
2287	TWMET_00024	TWMET_00087	290
2288	TWMET_00024	TWMET_00090	924
2289	TWMET_00024	TWMET_00096	670
2290	TWMET_00024	TWMET_00101	804
2291	TWMET_00024	TWMET_00104	50886
2292	TWMET_00024	TWMET_00119	161
2293	TWMET_00024	TWMET_00121	113643
2294	TWMET_00024	TWMET_00126	460
2295	TWMET_00024	TWMET_00129	82
2296	TWMET_00024	TWMET_00144	163
2297	TWMET_00024	TWMET_00148	984
2298	TWMET_00024	TWMET_00152	684
2299	TWMET_00024	TWMET_00156	79
2300	TWMET_00024	TWMET_00163	2950
2301	TWMET_00024	TWMET_00168	129
2302	TWMET_00024	TWMET_00176	573
2303	TWMET_00024	TWMET_00181	362
2304	TWMET_00024	TWMET_00184	206
2305	TWMET_00024	TWMET_00188	1904
2306	TWMET_00024	TWMET_00191	54
2307	TWMET_00024	TWMET_00193	286
2308	TWMET_00024	TWMET_00205	102
2309	TWMET_00024	TWMET_00211	18
2310	TWMET_00024	TWMET_00217	398
2311	TWMET_00024	TWMET_00219	354
2312	TWMET_00024	TWMET_00225	300
2313	TWMET_00024	TWMET_00230	57
2314	TWMET_00024	TWMET_00233	37
2315	TWMET_00024	TWMET_00240	64
2316	TWMET_00024	TWMET_00249	136
2317	TWMET_00024	TWMET_00254	528
2318	TWMET_00024	TWMET_00264	219
2319	TWMET_00024	TWMET_00268	218
2320	TWMET_00024	TWMET_00272	292
2321	TWMET_00024	TWMET_00275	1296
2322	TWMET_00024	TWMET_00316	3
2323	TWMET_00024	TWMET_00353	48
2324	TWMET_00024	TWMET_00376	20304
2325	TWMET_00024	TWMET_00386	89
2326	TWMET_00024	TWMET_00400	214
2327	TWMET_00024	TWMET_00411	1410
2328	TWMET_00024	TWMET_00441	15275
2329	TWMET_00024	TWMET_00451	4554
2330	TWMET_00024	TWMET_00467	588
2331	TWMET_00024	TWMET_00485	288
2332	TWMET_00024	TWMET_00497	146
2333	TWMET_00024	TWMET_00507	192
2334	TWMET_00024	TWMET_00534	42
2335	TWMET_00024	TWMET_00547	4
2336	TWMET_00024	TWMET_00552	12
2337	TWMET_00024	TWMET_00555	40
2338	TWMET_00024	TWMET_00575	3
2339	TWMET_00024	TWMET_00584	18
2340	TWMET_00024	TWMET_00754	30
2341	TWMET_00024	TWMET_00785	60
2342	TWMET_00024	TWMET_00802	168
2343	TWMET_00024	TWMET_00819	59
2344	TWMET_00024	TWMET_00836	1
2345	TWMET_00024	TWMET_00844	73
2346	TWMET_00024	TWMET_00848	56
2347	TWMET_00024	TWMET_00856	62
2348	TWMET_00024	TWMET_00869	15
2349	TWMET_00024	TWMET_00872	384
2350	TWMET_00024	TWMET_00909	25
2351	TWMET_00024	TWMET_00917	2268
2352	TWMET_00024	TWMET_00935	30
2353	TWMET_00024	TWMET_00941	25
2354	TWMET_00024	TWMET_00997	345
2355	TWMET_00024	TWMET_01004	50
2356	TWMET_00024	TWMET_01025	11
2357	TWMET_00024	TWMET_01043	96
2358	TWMET_00024	TWMET_01141	327
2359	TWMET_00024	TWMET_01153	507
2360	TWMET_00024	TWMET_01173	184
2361	TWMET_00024	TWMET_01208	14
2362	TWMET_00024	TWMET_01235	2604
2363	TWMET_00026	TWMET_00002	1738
2364	TWMET_00026	TWMET_00004	785
2365	TWMET_00026	TWMET_00006	832
2366	TWMET_00026	TWMET_00009	16990
2367	TWMET_00026	TWMET_00011	574
2368	TWMET_00026	TWMET_00018	45155
2369	TWMET_00026	TWMET_00020	1092
2370	TWMET_00026	TWMET_00022	23868
2371	TWMET_00026	TWMET_00024	277
2372	TWMET_00026	TWMET_00028	252784
2373	TWMET_00026	TWMET_00031	131
2374	TWMET_00026	TWMET_00033	105431
2375	TWMET_00026	TWMET_00035	634
2376	TWMET_00026	TWMET_00039	3213
2377	TWMET_00026	TWMET_00041	349
2378	TWMET_00026	TWMET_00045	126
2379	TWMET_00026	TWMET_00048	987
2380	TWMET_00026	TWMET_00057	302
2381	TWMET_00026	TWMET_00060	166
2382	TWMET_00026	TWMET_00064	458
2383	TWMET_00026	TWMET_00067	110
2384	TWMET_00026	TWMET_00077	123
2385	TWMET_00026	TWMET_00083	164
2386	TWMET_00026	TWMET_00087	78
2387	TWMET_00026	TWMET_00090	143
2388	TWMET_00026	TWMET_00099	145
2389	TWMET_00026	TWMET_00101	47
2390	TWMET_00026	TWMET_00104	207
2391	TWMET_00026	TWMET_00126	126
2392	TWMET_00026	TWMET_00129	151
2393	TWMET_00026	TWMET_00144	84
2394	TWMET_00026	TWMET_00148	1516
2395	TWMET_00026	TWMET_00166	76
2396	TWMET_00026	TWMET_00168	109
2397	TWMET_00026	TWMET_00181	97
2398	TWMET_00026	TWMET_00191	308
2399	TWMET_00026	TWMET_00193	51
2400	TWMET_00026	TWMET_00197	42
2401	TWMET_00026	TWMET_00205	17
2402	TWMET_00026	TWMET_00211	3216
2403	TWMET_00026	TWMET_00217	68
2404	TWMET_00026	TWMET_00230	45
2405	TWMET_00026	TWMET_00233	84
2406	TWMET_00026	TWMET_00263	27
2407	TWMET_00026	TWMET_00266	64
2408	TWMET_00026	TWMET_00316	14
2409	TWMET_00026	TWMET_00411	99
2410	TWMET_00026	TWMET_00467	32
2411	TWMET_00026	TWMET_00485	18
2412	TWMET_00026	TWMET_00497	37
2413	TWMET_00026	TWMET_00507	47
2414	TWMET_00026	TWMET_00533	35
2415	TWMET_00026	TWMET_00536	44
2416	TWMET_00026	TWMET_00550	39
2417	TWMET_00026	TWMET_00564	39
2418	TWMET_00026	TWMET_00585	16
2419	TWMET_00026	TWMET_00720	9
2420	TWMET_00026	TWMET_00772	18
2421	TWMET_00026	TWMET_00805	2454
2422	TWMET_00026	TWMET_00829	2
2423	TWMET_00026	TWMET_00840	154
2424	TWMET_00026	TWMET_00850	16
2425	TWMET_00026	TWMET_00867	24270
2426	TWMET_00026	TWMET_00897	21
2427	TWMET_00026	TWMET_00910	14
2428	TWMET_00026	TWMET_00931	20
2429	TWMET_00026	TWMET_00941	1055
2430	TWMET_00026	TWMET_01025	24
2431	TWMET_00026	TWMET_01151	60
2432	TWMET_00026	TWMET_01175	1440
2433	TWMET_00026	TWMET_01200	5
2434	TWMET_00027	TWMET_00002	1997
2435	TWMET_00027	TWMET_00004	535
2436	TWMET_00027	TWMET_00006	5157
2437	TWMET_00027	TWMET_00009	2280
2438	TWMET_00027	TWMET_00011	380
2439	TWMET_00027	TWMET_00013	342
2440	TWMET_00027	TWMET_00015	403
2441	TWMET_00027	TWMET_00018	11592
2442	TWMET_00027	TWMET_00020	124680
2443	TWMET_00027	TWMET_00022	231
2444	TWMET_00027	TWMET_00024	187
2445	TWMET_00027	TWMET_00031	225
2446	TWMET_00027	TWMET_00035	14988
2447	TWMET_00027	TWMET_00039	6300
2448	TWMET_00027	TWMET_00041	544
2449	TWMET_00027	TWMET_00045	3488
2450	TWMET_00027	TWMET_00048	396
2451	TWMET_00027	TWMET_00051	1136
2452	TWMET_00027	TWMET_00057	3360
2453	TWMET_00027	TWMET_00060	28
2454	TWMET_00027	TWMET_00062	170
2455	TWMET_00027	TWMET_00064	1263
2456	TWMET_00027	TWMET_00067	2700
2457	TWMET_00027	TWMET_00077	78
2458	TWMET_00027	TWMET_00079	540
2459	TWMET_00027	TWMET_00083	10376
2460	TWMET_00027	TWMET_00087	39
2461	TWMET_00027	TWMET_00090	214
2462	TWMET_00027	TWMET_00099	1272
2463	TWMET_00027	TWMET_00101	124
2464	TWMET_00027	TWMET_00104	356
2465	TWMET_00027	TWMET_00121	81
2466	TWMET_00027	TWMET_00126	86
2467	TWMET_00027	TWMET_00129	23340
2468	TWMET_00027	TWMET_00144	85
2469	TWMET_00027	TWMET_00148	59
2470	TWMET_00027	TWMET_00166	2400
2471	TWMET_00027	TWMET_00176	89
2472	TWMET_00027	TWMET_00181	55
2473	TWMET_00027	TWMET_00184	111
2474	TWMET_00027	TWMET_00188	366
2475	TWMET_00027	TWMET_00193	38
2476	TWMET_00027	TWMET_00205	88
2477	TWMET_00027	TWMET_00217	111
2478	TWMET_00027	TWMET_00225	59
2479	TWMET_00027	TWMET_00233	525
